url,status,timestamp,file_path
https://signal.nfx.com/investors/lex-lapax,success,2025-05-13 18:15:10,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/guillaume-vives,success,2025-05-13 18:15:29,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/lucas-arzola,success,2025-05-13 18:15:47,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/cyril-ebersweiler,success,2025-05-13 18:16:04,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/anis-uzzaman,success,2025-05-13 18:16:18,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/neil-sadaranganey,success,2025-05-13 18:16:32,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/brad-strader,success,2025-05-13 18:16:50,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/greg-berkin,success,2025-05-13 18:17:05,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/gadi-mazor,success,2025-05-13 18:17:21,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/eoin-duane,success,2025-05-13 18:17:40,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/michael-granoff,success,2025-05-13 18:17:58,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/galyna-isakiv,success,2025-05-13 18:18:17,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/david-p-clark,success,2025-05-13 18:18:31,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/chris-quintero,success,2025-05-13 18:18:49,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/lanka-sai-sameeraz-sarma,success,2025-05-13 18:19:05,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/robert-munoz,success,2025-05-13 18:19:21,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/kyujin-hwang,success,2025-05-13 18:19:37,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/mark-trabbold,success,2025-05-13 18:19:55,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/theresia-gouw,success,2025-05-13 18:20:12,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/mudit-garg,success,2025-05-13 18:20:28,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/blake-mycoskie,success,2025-05-13 18:20:47,D:\vertx internship\scrapping\profile_scper_data.csv
https://signal.nfx.com/investors/john-rampton,success,2025-05-13 18:21:02,D:\vertx internship\scrapping\profile_scper_data.csv
