name,current_company,investment_range,investments_on_record,sweet_spot,current_fund_size,experience,sector_rankings,social_links,network_memberships,education,all_previous_investments,image_urls,url,timestamp,status
Bob Walters,,,,,,[],['San Francisco Bay Area'],"{'angellist': 'https://www.angel.co/bob-walters', 'crunchbase': 'https://www.crunchbase.com/person/bob-walters'}",[],[],[],[],https://signal.nfx.com/investors/bob-walters,2025-05-13 18:26:10,success

